Participant;SESSION;TRIAL_ORDER;Block;No. of edges;Targets;Crossed;Correct_ans;Response time;TOTAL_SCORE
19;1;18;2;3;indirect;uncrossed;1;9,6799393;0,648
19;1;19;2;3;mixed;uncrossed;1;11,3739403;0,648
19;1;20;2;4;mixed;uncrossed;1;13,1699809;0,648
19;1;21;2;4;direct;crossed;1;16,7287628;0,648
19;1;22;2;5;mixed;uncrossed;0;20,7971579;0,648
19;1;23;2;3;indirect;crossed;1;16,5260846;0,648
19;1;24;2;4;mixed;crossed;1;18,637728;0,648
19;1;25;2;3;direct;uncrossed;1;13,0349163;0,648
19;1;26;2;5;direct;crossed;0;14,7466189;0,648
19;1;27;2;4;indirect;uncrossed;1;16,8339078;0,648
19;1;28;2;3;direct;crossed;1;14,7646165;0,648
19;1;29;2;5;mixed;crossed;0;21,1241391;0,648
19;1;30;2;4;indirect;crossed;1;22,2214423;0,648
19;1;31;2;5;indirect;crossed;0;19,1885904;0,648
19;1;32;2;5;direct;uncrossed;1;15,4578799;0,648
19;1;33;2;5;indirect;crossed;0;14,2892861;0,648
19;1;34;2;5;indirect;uncrossed;0;;0,648
19;1;35;2;4;direct;uncrossed;1;12,424726;0,648
19;1;36;2;3;mixed;crossed;1;12,2046381;0,648
19;1;37;3;3;mixed;uncrossed;1;12,6791622;0,648
19;1;38;3;4;mixed;crossed;0;22,7642711;0,648
19;1;39;3;5;indirect;crossed;0;11,390622;0,648
19;1;40;3;5;direct;crossed;0;19,5103753;0,648
19;1;41;3;4;indirect;crossed;1;12,7818486;0,648
19;1;42;3;5;mixed;uncrossed;0;21,4750972;0,648
19;1;43;3;4;indirect;uncrossed;1;12,0686219;0,648
19;1;44;3;3;direct;crossed;1;16,1364639;0,648
19;1;45;3;5;direct;uncrossed;1;10,9146999;0,648
19;1;46;3;5;indirect;uncrossed;0;11,0663019;0,648
19;1;47;3;4;direct;uncrossed;1;9,5260407;0,648
19;1;48;3;4;direct;crossed;1;13,4922882;0,648
19;1;49;3;3;indirect;crossed;0;21,8492986;0,648
19;1;50;3;4;mixed;uncrossed;0;18,9667921;0,648
19;1;51;3;5;mixed;crossed;0;22,8481723;0,648
19;1;52;3;3;mixed;crossed;0;14,6808171;0,648
19;1;53;3;3;direct;uncrossed;1;14,6954587;0,648
19;1;54;3;3;indirect;uncrossed;0;19,797571;0,648
19;2;1;1;4;indirect;crossed;1;16,984155;0,648
19;2;2;1;3;mixed;uncrossed;1;10,033614;0,648
19;2;3;1;5;direct;crossed;0;23,6951935;0,648
19;2;4;1;4;mixed;crossed;1;13,9843006;0,648
19;2;5;1;5;indirect;uncrossed;0;14,5262361;0,648
19;2;6;1;3;direct;uncrossed;1;13,6270989;0,648
19;2;7;1;3;mixed;crossed;1;14,0838215;0,648
19;2;8;1;4;direct;crossed;1;9,3912541;0,648
19;2;9;1;4;mixed;uncrossed;1;13,7043727;0,648
19;2;10;1;4;direct;uncrossed;1;19,6279145;0,648
19;2;11;1;3;indirect;crossed;1;14,900056;0,648
19;2;12;1;4;indirect;uncrossed;1;16,4413667;0,648
19;2;13;1;5;direct;uncrossed;1;15,0297077;0,648
19;2;14;1;3;direct;crossed;1;14,8992231;0,648
19;2;15;1;3;indirect;uncrossed;1;14,9674979;0,648
19;2;16;1;5;mixed;crossed;0;22,9990751;0,648
19;2;17;1;5;mixed;uncrossed;0;23,069101;0,648
19;2;18;2;3;mixed;crossed;1;14,3884062;0,648
19;2;19;2;4;direct;crossed;1;11,9668389;0,648
19;2;20;2;4;indirect;crossed;0;19,6291941;0,648
19;2;21;2;4;indirect;uncrossed;1;9,848192;0,648
19;2;22;2;5;direct;uncrossed;1;6,3058223;0,648
19;2;23;2;5;direct;crossed;0;22,1874358;0,648
19;2;24;2;3;mixed;uncrossed;1;13,4921272;0,648
19;2;25;2;3;direct;uncrossed;1;8,1533558;0,648
19;2;26;2;5;indirect;crossed;0;12,8656605;0,648
19;2;27;2;3;indirect;crossed;1;6,4263476;0,648
19;2;28;2;4;mixed;uncrossed;0;13,8642499;0,648
19;2;29;2;4;direct;uncrossed;1;13,8989717;0,648
19;2;30;2;5;indirect;crossed;0;;0,648
19;2;31;2;3;indirect;uncrossed;1;21,1723304;0,648
19;2;32;2;5;mixed;crossed;1;17,2207781;0,648
19;2;33;2;3;direct;crossed;1;6,6961835;0,648
19;2;34;2;5;indirect;uncrossed;0;14,2367784;0,648
19;2;35;2;5;mixed;uncrossed;1;10,271571;0,648
19;2;36;2;4;mixed;crossed;0;22,5967819;0,648
19;2;37;3;4;indirect;uncrossed;1;13,2536862;0,648
19;2;38;3;3;mixed;crossed;1;10,3570102;0,648
19;2;39;3;5;mixed;crossed;0;21,9670252;0,648
19;2;40;3;3;direct;uncrossed;1;8,984951;0,648
19;2;41;3;5;indirect;crossed;0;23,1873165;0,648
19;2;42;3;4;direct;uncrossed;1;12,7969771;0,648
19;2;43;3;3;mixed;uncrossed;1;7,1375563;0,648
19;2;44;3;4;direct;crossed;1;13,7634965;0,648
19;2;45;3;3;indirect;crossed;1;13,441817;0,648
19;2;46;3;4;indirect;crossed;1;11,8650915;0,648
19;2;47;3;5;mixed;uncrossed;1;12,3733629;0,648
19;2;48;3;5;direct;uncrossed;1;6,9318083;0,648
19;2;49;3;4;mixed;crossed;0;12,3571953;0,648
19;2;50;3;3;indirect;uncrossed;1;6,5249647;0,648
19;2;51;3;5;indirect;uncrossed;1;8,6110214;0,648
19;2;52;3;4;mixed;uncrossed;1;16,8293842;0,648
19;2;53;3;3;direct;crossed;1;15,405898;0,648
19;2;54;3;5;direct;crossed;0;21,7807414;0,648
20;1;1;1;3;indirect;uncrossed;0;11,9846907;0,5
20;1;2;1;4;direct;uncrossed;1;11,9039277;0,5
20;1;3;1;3;mixed;crossed;1;12,8661603;0,5
20;1;4;1;3;direct;uncrossed;1;11,5433027;0,5
20;1;5;1;4;indirect;crossed;1;9,9994205;0,5
20;1;6;1;5;indirect;uncrossed;0;16,4671715;0,5
20;1;7;1;3;mixed;uncrossed;1;7,6112342;0,5
20;1;8;1;4;indirect;uncrossed;1;7,219024;0,5
20;1;9;1;5;mixed;crossed;0;22,89959;0,5
20;1;10;1;5;direct;uncrossed;0;16,9630069;0,5
20;1;11;1;3;direct;crossed;0;21,4253923;0,5
20;1;12;1;4;direct;crossed;0;22,2556419;0,5
20;1;13;1;5;mixed;uncrossed;1;17,4987269;0,5
20;1;14;1;4;mixed;crossed;1;20,1874814;0,5
20;1;15;1;4;mixed;uncrossed;0;21,5779011;0,5
20;1;16;1;3;indirect;crossed;0;16,1536807;0,5
20;1;17;1;5;direct;crossed;0;20,5415269;0,5
20;1;18;2;4;direct;crossed;0;11,8482834;0,5
20;1;19;2;4;mixed;uncrossed;0;9,4746923;0,5
20;1;20;2;3;direct;crossed;1;17,6613735;0,5
20;1;21;2;5;mixed;crossed;0;22,7296097;0,5
20;1;22;2;3;mixed;crossed;1;22,0687163;0,5
20;1;23;2;3;indirect;uncrossed;0;23,5612817;0,5
20;1;24;2;3;direct;uncrossed;1;9,6450886;0,5
20;1;25;2;5;indirect;uncrossed;1;16,7805424;0,5
20;1;26;2;5;mixed;uncrossed;0;20,7132988;0,5
20;1;27;2;3;mixed;uncrossed;1;10,204376;0,5
20;1;28;2;4;mixed;crossed;1;17,8317736;0,5
20;1;29;2;5;indirect;crossed;0;;0,5
20;1;30;2;4;direct;uncrossed;0;21,2873869;0,5
20;1;31;2;5;direct;uncrossed;1;13,2203133;0,5
20;1;32;2;4;indirect;uncrossed;1;13,9145321;0,5
20;1;33;2;5;indirect;crossed;0;14,0346013;0,5
20;1;34;2;3;indirect;crossed;1;15,0191495;0,5
20;1;35;2;4;indirect;crossed;0;20,2209185;0,5
20;1;36;2;5;direct;crossed;0;18,8654205;0,5
20;1;37;3;5;indirect;crossed;0;21,1704556;0,5
20;1;38;3;3;indirect;uncrossed;1;21,6970148;0,5
20;1;39;3;4;direct;crossed;1;20,051832;0,5
20;1;40;3;4;mixed;uncrossed;1;12,9501982;0,5
20;1;41;3;4;indirect;crossed;0;11,2027583;0,5
20;1;42;3;3;mixed;crossed;1;11,8345607;0,5
20;1;43;3;5;direct;crossed;1;14,7288368;0,5
20;1;44;3;3;direct;crossed;0;15,4422545;0,5
20;1;45;3;5;indirect;uncrossed;0;12,8994951;0,5
20;1;46;3;3;indirect;crossed;0;17,7140111;0,5
20;1;47;3;3;direct;uncrossed;1;11,5941132;0,5
20;1;48;3;4;direct;uncrossed;1;15,7956317;0,5
20;1;49;3;5;mixed;uncrossed;0;16,1026194;0,5
20;1;50;3;5;mixed;crossed;0;11,340055;0,5
20;1;51;3;3;mixed;uncrossed;1;12,2212052;0,5
20;1;52;3;5;direct;uncrossed;1;12,7134617;0,5
20;1;53;3;4;mixed;crossed;0;13,5090199;0,5
20;1;54;3;4;indirect;uncrossed;1;9,8483681;0,5
20;2;1;1;4;mixed;uncrossed;1;12,3756152;0,5
20;2;2;1;5;indirect;uncrossed;0;14,7812928;0,5
20;2;3;1;5;mixed;crossed;0;16,1179717;0,5
20;2;4;1;4;indirect;crossed;1;13,577234;0,5
20;2;5;1;5;direct;uncrossed;0;20,4422571;0,5
20;2;6;1;3;indirect;crossed;0;9,526734;0,5
20;2;7;1;5;mixed;uncrossed;1;10,3741245;0,5
20;2;8;1;5;direct;crossed;0;16,6798899;0,5
20;2;9;1;4;indirect;uncrossed;1;11,6450716;0,5
20;2;10;1;4;mixed;crossed;0;17,7302011;0,5
20;2;11;1;4;direct;crossed;0;10,83163;0,5
20;2;12;1;3;direct;uncrossed;1;12,9506298;0,5
20;2;13;1;3;indirect;uncrossed;0;13,4590991;0,5
20;2;14;1;4;direct;uncrossed;1;10,3906682;0,5
20;2;15;1;3;mixed;crossed;0;15,3063787;0,5
20;2;16;1;3;mixed;uncrossed;1;11,5264569;0,5
20;2;17;1;3;direct;crossed;1;19,2894709;0,5
20;2;18;2;4;direct;uncrossed;1;9,0855654;0,5
20;2;19;2;3;direct;uncrossed;1;11,3716941;0,5
20;2;20;2;3;mixed;uncrossed;1;9,4916811;0,5
20;2;21;2;4;direct;crossed;1;10,2720032;0,5
20;2;22;2;5;direct;uncrossed;1;8,5599228;0,5
20;2;23;2;3;indirect;crossed;0;13,4574699;0,5
20;2;24;2;4;mixed;uncrossed;1;13,8653072;0,5
20;2;25;2;5;mixed;uncrossed;0;16,594356;0,5
20;2;26;2;5;direct;crossed;0;14,3228939;0,5
20;2;27;2;4;indirect;uncrossed;0;13,3572148;0,5
20;2;28;2;5;indirect;crossed;0;19,4422427;0,5
20;2;29;2;3;indirect;uncrossed;1;11,2728374;0,5
20;2;30;2;4;indirect;crossed;0;9,7297826;0,5
20;2;31;2;5;indirect;uncrossed;1;12,3908761;0,5
20;2;32;2;3;direct;crossed;1;15,9669722;0,5
20;2;33;2;5;mixed;crossed;0;9,9857269;0,5
20;2;34;2;3;mixed;crossed;0;9,4768192;0,5
20;2;35;2;5;indirect;crossed;0;15,3037097;0,5
20;2;36;2;4;mixed;crossed;1;11,1047464;0,5
20;2;37;3;3;direct;uncrossed;1;12,2191257;0,5
20;2;38;3;4;direct;uncrossed;0;11,6623651;0,5
20;2;39;3;4;indirect;uncrossed;1;8,1513022;0,5
20;2;40;3;5;direct;crossed;0;5,356574;0,5
20;2;41;3;5;direct;uncrossed;1;8,525911;0,5
20;2;42;3;4;mixed;crossed;0;10,0005568;0,5
20;2;43;3;5;indirect;crossed;0;5,0352292;0,5
20;2;44;3;3;direct;crossed;1;14,6115264;0,5
20;2;45;3;5;mixed;crossed;0;20,6798492;0,5
20;2;46;3;3;indirect;uncrossed;1;8,476748;0,5
20;2;47;3;5;indirect;uncrossed;1;13,8648929;0,5
20;2;48;3;4;direct;crossed;0;10,9498874;0,5
20;2;49;3;4;indirect;crossed;0;6,0852703;0,5
20;2;50;3;5;mixed;uncrossed;0;9,4244972;0,5
20;2;51;3;3;mixed;crossed;0;16,413827;0,5
20;2;52;3;3;indirect;crossed;1;12,595152;0,5
20;2;53;3;4;mixed;uncrossed;1;10,4246717;0,5
20;2;54;3;3;mixed;uncrossed;1;7,6969699;0,5
21;1;1;1;4;mixed;crossed;0;22,0350041;0,398
21;1;2;1;4;mixed;uncrossed;1;14,6276997;0,398
21;1;3;1;3;indirect;crossed;0;22,2386053;0,398
21;1;4;1;5;indirect;uncrossed;1;16,8311633;0,398
21;1;5;1;5;mixed;crossed;0;23,3909043;0,398
21;1;6;1;5;direct;crossed;0;21,7131458;0,398
21;1;7;1;4;direct;crossed;0;21,6787181;0,398
21;1;8;1;3;mixed;crossed;1;8,2391068;0,398
21;1;9;1;3;indirect;uncrossed;1;13,3907064;0,398
21;1;10;1;5;mixed;uncrossed;0;19,6788438;0,398
21;1;11;1;4;direct;uncrossed;0;19,6790856;0,398
21;1;12;1;5;direct;uncrossed;1;12,2356393;0,398
21;1;13;1;4;indirect;uncrossed;1;12,1881264;0,398
21;1;14;1;3;direct;uncrossed;1;23,4074169;0,398
21;1;15;1;3;mixed;uncrossed;0;11,8821666;0,398
21;1;16;1;3;direct;crossed;0;17,1705551;0,398
21;1;17;1;4;indirect;crossed;0;20,3910589;0,398
21;1;18;2;3;mixed;crossed;0;22,1172228;0,398
21;1;19;2;3;indirect;uncrossed;1;8,5612304;0,398
21;1;20;2;5;mixed;crossed;0;21,9314229;0,398
21;1;21;2;4;direct;crossed;0;20,7636981;0,398
21;1;22;2;4;mixed;uncrossed;1;13,5600976;0,398
21;1;23;2;5;indirect;uncrossed;0;16,1199219;0,398
21;1;24;2;5;direct;crossed;0;16,7804939;0,398
21;1;25;2;5;indirect;crossed;0;21,2200279;0,398
21;1;26;2;3;mixed;uncrossed;1;13,5776211;0,398
21;1;27;2;3;direct;uncrossed;1;14,6956967;0,398
21;1;28;2;5;direct;uncrossed;0;8,8824254;0,398
21;1;29;2;3;direct;crossed;1;16,8502442;0,398
21;1;30;2;4;mixed;crossed;1;22,1354019;0,398
21;1;31;2;5;indirect;crossed;0;15,2046865;0,398
21;1;32;2;3;indirect;crossed;0;20,9169933;0,398
21;1;33;2;4;direct;uncrossed;0;22,4418241;0,398
21;1;34;2;5;mixed;uncrossed;0;23,1877037;0,398
21;1;35;2;4;indirect;crossed;0;9,9838642;0,398
21;1;36;2;4;indirect;uncrossed;0;12,6799211;0,398
21;1;37;3;5;indirect;crossed;0;13,0867812;0,398
21;1;38;3;5;mixed;uncrossed;0;18,6946454;0,398
21;1;39;3;4;direct;uncrossed;1;14,339843;0,398
21;1;40;3;3;direct;uncrossed;1;14,1701667;0,398
21;1;41;3;4;indirect;crossed;0;10,4922979;0,398
21;1;42;3;5;direct;crossed;0;16,9672031;0,398
21;1;43;3;5;mixed;crossed;0;21,0519943;0,398
21;1;44;3;4;mixed;crossed;0;21,3400723;0,398
21;1;45;3;3;indirect;uncrossed;0;12,6965998;0,398
21;1;46;3;3;direct;crossed;1;13,3397407;0,398
21;1;47;3;4;indirect;uncrossed;0;12,341002;0,398
21;1;48;3;5;indirect;uncrossed;0;17,3048867;0,398
21;1;49;3;3;indirect;crossed;0;14,1203167;0,398
21;1;50;3;5;direct;uncrossed;1;11,424459;0,398
21;1;51;3;3;mixed;uncrossed;0;8,7124168;0,398
21;1;52;3;4;mixed;uncrossed;0;17,984141;0,398
21;1;53;3;3;mixed;crossed;0;20,7974937;0,398
21;1;54;3;4;direct;crossed;0;11,6623995;0,398
21;2;1;1;5;direct;uncrossed;1;5,7788536;0,398
21;2;2;1;3;direct;crossed;0;21,0186199;0,398
21;2;3;1;4;indirect;crossed;0;13,2348091;0,398
21;2;4;1;3;mixed;uncrossed;1;15,4753699;0,398
21;2;5;1;4;indirect;uncrossed;1;9,1198753;0,398
21;2;6;1;5;direct;crossed;0;8,2378206;0,398
21;2;7;1;4;mixed;uncrossed;0;11,8826208;0,398
21;2;8;1;5;indirect;uncrossed;0;8,2223761;0,398
21;2;9;1;4;direct;crossed;1;14,9998358;0,398
21;2;10;1;5;mixed;crossed;0;17,6965013;0,398
21;2;11;1;3;direct;uncrossed;0;14,085366;0,398
21;2;12;1;5;mixed;uncrossed;0;19,357042;0,398
21;2;13;1;3;indirect;crossed;0;19,629726;0,398
21;2;14;1;3;indirect;uncrossed;1;6,6623691;0,398
21;2;15;1;3;mixed;crossed;1;12,033941;0,398
21;2;16;1;4;direct;uncrossed;1;15,3732274;0,398
21;2;17;1;4;mixed;crossed;0;21,1880197;0,398
21;2;18;2;4;direct;crossed;0;7,6108357;0,398
21;2;19;2;3;mixed;crossed;1;19,9222134;0,398
21;2;20;2;3;direct;crossed;0;10,8653485;0,398
21;2;21;2;4;indirect;crossed;0;3,3903458;0,398
21;2;22;2;5;mixed;crossed;0;17,3739391;0,398
21;2;23;2;5;direct;crossed;0;16,0128862;0,398
21;2;24;2;3;direct;uncrossed;1;6,8997709;0,398
21;2;25;2;4;direct;uncrossed;1;9,2365615;0,398
21;2;26;2;5;indirect;crossed;1;14,9839092;0,398
21;2;27;2;3;indirect;uncrossed;1;5,5443138;0,398
21;2;28;2;4;mixed;uncrossed;0;8,7809789;0,398
21;2;29;2;4;mixed;crossed;1;9,9672277;0,398
21;2;30;2;3;indirect;crossed;0;10,326361;0,398
21;2;31;2;5;direct;uncrossed;1;11,7950531;0,398
21;2;32;2;5;mixed;uncrossed;0;18,696221;0,398
21;2;33;2;5;indirect;uncrossed;0;7,7126514;0,398
21;2;34;2;4;indirect;uncrossed;0;14,086992;0,398
21;2;35;2;3;mixed;uncrossed;1;16,8149998;0,398
21;2;36;2;5;indirect;crossed;1;13,5606131;0,398
21;2;37;3;4;direct;uncrossed;1;12,7126492;0,398
21;2;38;3;5;mixed;crossed;0;2,6613919;0,398
21;2;39;3;4;indirect;uncrossed;0;6,2040409;0,398
21;2;40;3;4;indirect;crossed;0;4,4914395;0,398
21;2;41;3;3;direct;crossed;1;16,45746;0,398
21;2;42;3;3;mixed;crossed;0;8,4751329;0,398
21;2;43;3;3;direct;uncrossed;1;6,4730659;0,398
21;2;44;3;5;direct;uncrossed;1;5,4581451;0,398
21;2;45;3;4;direct;crossed;0;16,294199;0,398
21;2;46;3;5;direct;crossed;0;13,5762164;0,398
21;2;47;3;3;indirect;uncrossed;1;3,9330743;0,398
21;2;48;3;3;mixed;uncrossed;1;9,9500798;0,398
21;2;49;3;4;mixed;crossed;1;12,3227482;0,398
21;2;50;3;4;mixed;uncrossed;1;8,5423411;0,398
21;2;51;3;3;indirect;crossed;1;14,0641162;0,398
21;2;52;3;5;indirect;uncrossed;0;4,6955863;0,398
21;2;53;3;5;mixed;uncrossed;1;10,7635418;0,398
21;2;54;3;5;indirect;crossed;0;19,0333227;0,398
22;1;1;1;5;mixed;crossed;0;10,1022284;0,37
22;1;2;1;5;direct;uncrossed;1;12,4579047;0,37
22;1;3;1;4;indirect;crossed;0;21,9502105;0,37
22;1;4;1;5;direct;crossed;1;22,4245495;0,37
22;1;5;1;4;direct;crossed;0;15,3394148;0,37
22;1;6;1;3;indirect;uncrossed;1;13,6959205;0,37
22;1;7;1;3;mixed;uncrossed;0;8,5961984;0,37
22;1;8;1;5;indirect;uncrossed;0;10,2537695;0,37
22;1;9;1;4;mixed;crossed;1;19,4750257;0,37
22;1;10;1;3;direct;uncrossed;1;6,5750367;0,37
22;1;11;1;3;mixed;crossed;0;9,6448263;0,37
22;1;12;1;3;indirect;crossed;1;11,7294196;0,37
22;1;13;1;3;direct;crossed;1;7,5769662;0,37
22;1;14;1;5;mixed;uncrossed;0;9,5434298;0,37
22;1;15;1;4;mixed;uncrossed;0;9,9500094;0,37
22;1;16;1;4;indirect;uncrossed;0;11,4091867;0,37
22;1;17;1;4;direct;uncrossed;0;5,9318394;0,37
22;1;18;2;5;indirect;crossed;0;16,018045;0,37
22;1;19;2;4;direct;crossed;0;11,5602047;0,37
22;1;20;2;4;indirect;uncrossed;1;6,1197554;0,37
22;1;21;2;3;direct;uncrossed;1;13,9667439;0,37
22;1;22;2;4;direct;uncrossed;0;9,5262469;0,37
22;1;23;2;4;mixed;crossed;0;10,9497807;0,37
22;1;24;2;4;indirect;crossed;0;19,3401589;0,37
22;1;25;2;3;direct;crossed;0;11,8481142;0,37
22;1;26;2;4;mixed;uncrossed;0;;0,37
22;1;27;2;5;indirect;crossed;0;14,6646794;0,37
22;1;28;2;5;direct;crossed;0;13,1174893;0,37
22;1;29;2;3;indirect;crossed;0;11,5602922;0,37
22;1;30;2;5;indirect;uncrossed;1;11,2574907;0,37
22;1;31;2;5;mixed;uncrossed;0;18,1518489;0,37
22;1;32;2;3;mixed;crossed;0;13,950283;0,37
22;1;33;2;5;direct;uncrossed;1;13,8822015;0,37
22;1;34;2;3;indirect;uncrossed;0;15,5261853;0,37
22;1;35;2;5;mixed;crossed;0;17,9837754;0,37
22;1;36;2;3;mixed;uncrossed;1;11,5276888;0,37
22;1;37;3;4;indirect;uncrossed;0;13,3902483;0,37
22;1;38;3;4;mixed;uncrossed;0;13,475653;0,37
22;1;39;3;4;direct;crossed;0;15,9159573;0,37
22;1;40;3;5;direct;uncrossed;0;8,1191246;0,37
22;1;41;3;4;direct;uncrossed;1;9,290066;0,37
22;1;42;3;3;mixed;uncrossed;1;10,7450695;0,37
22;1;43;3;3;direct;uncrossed;1;8,3232361;0,37
22;1;44;3;3;indirect;crossed;0;12,4757031;0,37
22;1;45;3;5;indirect;crossed;0;21,034563;0,37
22;1;46;3;3;mixed;crossed;0;10,221237;0,37
22;1;47;3;3;indirect;uncrossed;1;9,9165343;0,37
22;1;48;3;5;mixed;uncrossed;1;8,0684393;0,37
22;1;49;3;4;mixed;crossed;0;7,9351514;0,37
22;1;50;3;4;indirect;crossed;0;22,3048884;0,37
22;1;51;3;5;indirect;uncrossed;1;4,1869055;0,37
22;1;52;3;3;direct;crossed;1;4,4750183;0,37
22;1;53;3;5;mixed;crossed;1;21,6957239;0,37
22;1;54;3;5;direct;crossed;0;21,3584569;0,37
22;2;1;1;3;indirect;uncrossed;1;17,3401738;0,37
22;2;2;1;4;mixed;crossed;0;22,0171573;0,37
22;2;3;1;3;direct;uncrossed;1;8,8986484;0,37
22;2;4;1;4;direct;uncrossed;1;10,221304;0,37
22;2;5;1;5;mixed;crossed;1;7,3897157;0,37
22;2;6;1;5;direct;uncrossed;1;5,3047094;0,37
22;2;7;1;5;mixed;uncrossed;1;8,3564591;0,37
22;2;8;1;3;indirect;crossed;0;11,713685;0,37
22;2;9;1;4;indirect;uncrossed;1;9,238005;0,37
22;2;10;1;3;mixed;uncrossed;0;8,3059723;0,37
22;2;11;1;3;direct;crossed;0;11,2734835;0,37
22;2;12;1;4;indirect;crossed;0;13,1869006;0,37
22;2;13;1;3;mixed;crossed;0;21,8659284;0,37
22;2;14;1;4;direct;crossed;0;7,6449316;0,37
22;2;15;1;5;indirect;uncrossed;1;8,3738005;0,37
22;2;16;1;5;direct;crossed;0;9,5224201;0,37
22;2;17;1;4;mixed;uncrossed;1;11,085269;0,37
22;2;18;2;5;indirect;crossed;0;10,034475;0,37
22;2;19;2;3;direct;uncrossed;0;10,2228903;0,37
22;2;20;2;3;direct;crossed;1;9,559042;0,37
22;2;21;2;5;mixed;crossed;0;13,780728;0,37
22;2;22;2;4;direct;uncrossed;1;11,9669307;0,37
22;2;23;2;4;indirect;crossed;0;15,7124858;0,37
22;2;24;2;4;indirect;uncrossed;0;13,763106;0,37
22;2;25;2;5;direct;crossed;0;22,4071767;0,37
22;2;26;2;3;mixed;uncrossed;1;13,5262155;0,37
22;2;27;2;5;direct;uncrossed;1;11,339574;0,37
22;2;28;2;5;mixed;uncrossed;0;9,8670146;0,37
22;2;29;2;3;indirect;crossed;0;5,0672085;0,37
22;2;30;2;4;mixed;uncrossed;1;16,441755;0,37
22;2;31;2;5;indirect;crossed;0;20,8805065;0,37
22;2;32;2;4;mixed;crossed;0;21,9838042;0,37
22;2;33;2;5;indirect;uncrossed;0;7,4750594;0,37
22;2;34;2;3;mixed;crossed;0;13,9861977;0,37
22;2;35;2;3;indirect;uncrossed;1;7,4424542;0,37
22;2;36;2;4;direct;crossed;0;17,6131249;0,37
22;2;37;3;5;indirect;crossed;0;12,032959;0,37
22;2;38;3;5;indirect;uncrossed;0;15,7131872;0,37
22;2;39;3;5;mixed;uncrossed;0;18,0518312;0,37
22;2;40;3;4;indirect;crossed;0;11,848264;0,37
22;2;41;3;4;direct;uncrossed;0;6,6958217;0,37
22;2;42;3;3;indirect;crossed;0;7,4247882;0,37
22;2;43;3;4;mixed;uncrossed;0;15,4588135;0,37
22;2;44;3;3;indirect;uncrossed;1;12,5092932;0,37
22;2;45;3;3;direct;uncrossed;1;8,0691771;0,37
22;2;46;3;4;mixed;crossed;0;14,3393502;0,37
22;2;47;3;5;mixed;crossed;0;13,42519;0,37
22;2;48;3;4;indirect;uncrossed;1;7,1871915;0,37
22;2;49;3;3;mixed;uncrossed;1;13,0699542;0,37
22;2;50;3;3;mixed;crossed;1;11,390308;0,37
22;2;51;3;4;direct;crossed;0;4,8143618;0,37
22;2;52;3;3;direct;crossed;0;13,4242962;0,37
22;2;53;3;5;direct;crossed;0;9,1032406;0,37
22;2;54;3;5;direct;uncrossed;0;5,3570441;0,37
23;1;1;1;4;direct;crossed;0;22,8655575;0,38
23;1;2;1;4;indirect;uncrossed;1;9,2206832;0,38
23;1;3;1;3;direct;uncrossed;1;11,6955802;0,38
23;1;4;1;4;mixed;uncrossed;1;20,2718991;0,38
23;1;5;1;3;indirect;crossed;1;16,8824849;0,38
23;1;6;1;3;mixed;uncrossed;1;14,8816838;0,38
23;1;7;1;5;mixed;crossed;0;20,7786763;0,38
23;1;8;1;4;direct;uncrossed;0;;0,38
23;1;9;1;5;direct;uncrossed;1;8,1877007;0,38
23;1;10;1;3;mixed;crossed;0;11,7293414;0,38
23;1;11;1;5;mixed;uncrossed;0;19,1532134;0,38
23;1;12;1;4;mixed;crossed;0;10,1362731;0,38
23;1;13;1;5;direct;crossed;0;6,9160101;0,38
23;1;14;1;4;indirect;crossed;0;14,4397956;0,38
23;1;15;1;3;indirect;uncrossed;0;8,1193143;0,38
23;1;16;1;5;indirect;uncrossed;0;18,3904568;0,38
23;1;17;1;3;direct;crossed;0;22,1374312;0,38
23;1;18;2;5;indirect;crossed;0;20,5602314;0,38
23;1;19;2;5;mixed;crossed;0;17,4897286;0,38
23;1;20;2;5;indirect;crossed;0;7,4413045;0,38
23;1;21;2;5;mixed;uncrossed;0;5,6935642;0,38
23;1;22;2;3;direct;uncrossed;1;15,6268208;0,38
23;1;23;2;3;mixed;uncrossed;1;8,7633954;0,38
23;1;24;2;5;indirect;uncrossed;0;15,2719735;0,38
23;1;25;2;5;direct;crossed;0;9,7462057;0,38
23;1;26;2;3;indirect;crossed;0;11,9022811;0,38
23;1;27;2;4;direct;uncrossed;0;21,2213012;0,38
23;1;28;2;4;direct;crossed;0;10,8492195;0,38
23;1;29;2;4;mixed;crossed;0;12,1191918;0,38
23;1;30;2;4;indirect;crossed;1;21,8820433;0,38
23;1;31;2;4;mixed;uncrossed;0;19,4584321;0,38
23;1;32;2;4;indirect;uncrossed;0;10,3405289;0,38
23;1;33;2;3;mixed;crossed;0;16,613697;0,38
23;1;34;2;3;indirect;uncrossed;1;12,2202179;0,38
23;1;35;2;3;direct;crossed;0;8,3897211;0,38
23;1;36;2;5;direct;uncrossed;1;11,9501446;0,38
23;1;37;3;5;direct;crossed;0;8,4582146;0,38
23;1;38;3;5;mixed;uncrossed;1;14,6108312;0,38
23;1;39;3;3;indirect;crossed;1;17,7979308;0,38
23;1;40;3;4;direct;crossed;1;18,9926753;0,38
23;1;41;3;5;direct;uncrossed;1;12,6935421;0,38
23;1;42;3;4;direct;uncrossed;1;11,2039646;0,38
