Participant;SESSION;TRIAL_ORDER;Block;No. of edges;Targets;Crossed;Correct_ans;Response time;TOTAL_SCORE
31;1;33;2;4;direct;crossed;0;8,1535096;0,204
31;1;34;2;3;direct;crossed;0;19,985436;0,204
31;1;35;2;4;direct;uncrossed;0;10,4750809;0,204
31;1;36;2;5;mixed;uncrossed;1;4,7779788;0,204
31;1;37;3;3;mixed;uncrossed;1;8,2556046;0,204
31;1;38;3;4;mixed;uncrossed;0;10,3738755;0,204
31;1;39;3;3;direct;uncrossed;0;;0,204
31;1;40;3;3;mixed;crossed;0;17,4927334;0,204
31;1;41;3;3;indirect;uncrossed;1;16,2893843;0,204
31;1;42;3;5;direct;uncrossed;0;19,7466523;0,204
31;1;43;3;5;direct;crossed;0;13,2886344;0,204
31;1;44;3;4;indirect;crossed;0;12,7630351;0,204
31;1;45;3;3;direct;crossed;0;19,8141588;0,204
31;1;46;3;5;mixed;uncrossed;0;15,2890658;0,204
31;1;47;3;4;direct;crossed;0;20,0519521;0,204
31;1;48;3;5;indirect;uncrossed;0;6,3565559;0,204
31;1;49;3;3;indirect;crossed;1;19,9163077;0,204
31;1;50;3;5;mixed;crossed;0;22,475382;0,204
31;1;51;3;4;direct;uncrossed;1;17,8309671;0,204
31;1;52;3;4;mixed;crossed;0;12,5766878;0,204
31;1;53;3;4;indirect;uncrossed;0;8,8485456;0,204
31;1;54;3;5;indirect;crossed;0;8,7288195;0,204
32;1;1;1;4;mixed;uncrossed;1;17,8143597;0,444
32;1;2;1;3;mixed;uncrossed;0;23,5755897;0,444
32;1;3;1;3;direct;uncrossed;1;10,7308759;0,444
32;1;4;1;5;direct;uncrossed;0;6,8649402;0,444
32;1;5;1;3;indirect;uncrossed;1;21,6113309;0,444
32;1;6;1;5;indirect;uncrossed;0;15,5773459;0,444
32;1;7;1;5;mixed;uncrossed;0;14,3115909;0,444
32;1;8;1;4;indirect;crossed;0;22,7640289;0,444
32;1;9;1;3;mixed;crossed;0;22,3931985;0,444
32;1;10;1;4;direct;uncrossed;1;18,0067318;0,444
32;1;11;1;5;direct;crossed;0;21,6455795;0,444
32;1;12;1;4;direct;crossed;0;16,408204;0,444
32;1;13;1;3;indirect;crossed;0;16,6115695;0,444
32;1;14;1;4;indirect;uncrossed;0;;0,444
32;1;15;1;5;mixed;crossed;0;12,390772;0,444
32;1;16;1;3;direct;crossed;1;15,2078641;0,444
32;1;17;1;4;mixed;crossed;0;5,0859661;0,444
32;1;18;2;3;indirect;crossed;0;4,56043;0,444
32;1;19;2;5;direct;crossed;0;19,5095175;0,444
32;1;20;2;3;indirect;uncrossed;1;18,1540248;0,444
32;1;21;2;3;direct;uncrossed;1;10,7293958;0,444
32;1;22;2;4;direct;uncrossed;1;15,1527285;0,444
32;1;23;2;4;mixed;crossed;0;15,9485038;0,444
32;1;24;2;3;direct;crossed;1;11,9476292;0,444
32;1;25;2;4;indirect;uncrossed;1;16,0839161;0,444
32;1;26;2;4;mixed;uncrossed;0;21,882538;0,444
32;1;27;2;5;mixed;uncrossed;0;20,6937909;0,444
32;1;28;2;5;mixed;crossed;0;8,1701426;0,444
32;1;29;2;5;direct;uncrossed;1;5,8992728;0,444
32;1;30;2;4;indirect;crossed;0;19,6789801;0,444
32;1;31;2;3;mixed;uncrossed;1;10,5592873;0,444
32;1;32;2;4;direct;crossed;0;19,6296304;0,444
32;1;33;2;5;indirect;crossed;0;15,7131543;0,444
32;1;34;2;5;indirect;crossed;0;21,7469603;0,444
32;1;35;2;5;indirect;uncrossed;1;19,7806425;0,444
32;1;36;2;3;mixed;crossed;0;10,3628466;0,444
32;1;37;3;4;indirect;crossed;0;13,4221598;0,444
32;1;38;3;4;indirect;uncrossed;0;8,5769938;0,444
32;1;39;3;5;mixed;crossed;0;8,9159611;0,444
32;1;40;3;3;mixed;uncrossed;1;19,4082047;0,444
32;1;41;3;4;mixed;crossed;0;6,7994292;0,444
32;1;42;3;5;indirect;crossed;0;12,8147663;0,444
32;1;43;3;5;direct;crossed;1;12,9833666;0,444
32;1;44;3;4;direct;crossed;0;13,9496112;0,444
32;1;45;3;5;direct;uncrossed;1;10,5935394;0,444
32;1;46;3;5;mixed;uncrossed;1;15,0172088;0,444
32;1;47;3;3;direct;uncrossed;0;14,8822504;0,444
32;1;48;3;3;mixed;crossed;0;7,1548215;0,444
32;1;49;3;4;direct;uncrossed;1;10,0856389;0,444
32;1;50;3;5;indirect;uncrossed;1;12,2225627;0,444
32;1;51;3;3;indirect;crossed;1;15,5938915;0,444
32;1;52;3;3;direct;crossed;0;16,6284698;0,444
32;1;53;3;3;indirect;uncrossed;1;7,2387561;0,444
32;1;54;3;4;mixed;uncrossed;1;20,9957255;0,444
32;2;1;1;3;direct;uncrossed;1;5,1180615;0,444
32;2;2;1;3;indirect;uncrossed;1;9,5949329;0,444
32;2;3;1;5;direct;crossed;1;18,627899;0,444
32;2;4;1;4;indirect;crossed;0;14,9471451;0,444
32;2;5;1;5;mixed;crossed;0;22,272539;0,444
32;2;6;1;3;direct;crossed;1;16,2720066;0,444
32;2;7;1;5;mixed;uncrossed;1;18,4055173;0,444
32;2;8;1;4;indirect;uncrossed;0;20,9655211;0,444
32;2;9;1;4;direct;crossed;1;22,8823445;0,444
32;2;10;1;5;indirect;uncrossed;1;19,2987421;0,444
32;2;11;1;3;indirect;crossed;0;22,8305813;0,444
32;2;12;1;3;mixed;crossed;0;11,8847239;0,444
32;2;13;1;4;mixed;uncrossed;0;21,6553279;0,444
32;2;14;1;3;mixed;uncrossed;1;9,3754753;0,444
32;2;15;1;4;mixed;crossed;0;21,7960332;0,444
32;2;16;1;4;direct;uncrossed;1;22,2087929;0,444
32;2;17;1;5;direct;uncrossed;0;11,8466283;0,444
32;2;18;2;5;direct;uncrossed;1;13,746178;0,444
32;2;19;2;4;direct;uncrossed;0;15,9158102;0,444
32;2;20;2;5;indirect;crossed;0;22,0084845;0,444
32;2;21;2;5;direct;crossed;1;17,1023545;0,444
32;2;22;2;4;indirect;crossed;0;22,42975;0,444
32;2;23;2;4;mixed;uncrossed;0;15,7812453;0,444
32;2;24;2;3;mixed;uncrossed;1;13,6802029;0,444
32;2;25;2;3;indirect;uncrossed;1;7,0352656;0,444
32;2;26;2;4;indirect;uncrossed;0;7,8148467;0,444
32;2;27;2;5;indirect;crossed;0;23,9497891;0,444
32;2;28;2;3;mixed;crossed;0;12,5690435;0,444
32;2;29;2;5;mixed;uncrossed;1;11,255;0,444
32;2;30;2;3;indirect;crossed;0;18,9850736;0,444
32;2;31;2;5;indirect;uncrossed;1;10,0177054;0,444
32;2;32;2;4;direct;crossed;1;20,5285596;0,444
32;2;33;2;5;mixed;crossed;0;16,019215;0,444
32;2;34;2;4;mixed;crossed;0;19,5763253;0,444
32;2;35;2;3;direct;uncrossed;0;11,8825472;0,444
32;2;36;2;3;direct;crossed;1;11,0511291;0,444
32;2;37;3;5;direct;crossed;0;;0,444
32;2;38;3;3;direct;crossed;1;9,1869823;0,444
32;2;39;3;5;mixed;crossed;0;14,0675341;0,444
32;2;40;3;3;mixed;uncrossed;1;8,3394185;0,444
32;2;41;3;4;indirect;uncrossed;0;16,0498726;0,444
32;2;42;3;3;indirect;crossed;1;17,9338954;0,444
32;2;43;3;5;indirect;crossed;0;8,8579156;0,444
32;2;44;3;4;indirect;crossed;0;9,0013406;0,444
32;2;45;3;5;indirect;uncrossed;0;7,4913633;0,444
32;2;46;3;5;mixed;uncrossed;0;10,6282345;0,444
32;2;47;3;3;indirect;uncrossed;1;6,7293587;0,444
32;2;48;3;4;direct;crossed;1;9,7127953;0,444
32;2;49;3;3;mixed;crossed;0;14,6716129;0,444
32;2;50;3;3;direct;uncrossed;1;7,7131728;0,444
32;2;51;3;4;direct;uncrossed;1;11,6613868;0,444
32;2;52;3;4;mixed;uncrossed;0;13,1197033;0,444
32;2;53;3;4;mixed;crossed;1;8,6105794;0,444
32;2;54;3;5;direct;uncrossed;1;15,1640127;0,444
33;1;1;1;3;direct;crossed;1;8,2215872;0,472
33;1;2;1;4;indirect;uncrossed;1;6,7638255;0,472
33;1;3;1;5;direct;uncrossed;1;6,307701;0,472
33;1;4;1;4;mixed;crossed;0;7,5413721;0,472
33;1;5;1;5;mixed;crossed;0;6,7636924;0,472
33;1;6;1;3;direct;uncrossed;1;10,2211067;0,472
33;1;7;1;4;indirect;crossed;0;15,2721233;0,472
33;1;8;1;5;indirect;uncrossed;0;13,2378259;0,472
33;1;9;1;4;mixed;uncrossed;0;12,0684448;0,472
33;1;10;1;3;indirect;uncrossed;1;6,4924921;0,472
33;1;11;1;4;direct;uncrossed;0;9,0005208;0,472
33;1;12;1;3;mixed;uncrossed;1;8,7634791;0,472
33;1;13;1;3;indirect;crossed;1;6,1704256;0,472
33;1;14;1;5;mixed;uncrossed;0;9,1872634;0,472
33;1;15;1;3;mixed;crossed;0;5,9342389;0,472
33;1;16;1;5;direct;crossed;0;7,7800279;0,472
33;1;17;1;4;direct;crossed;0;9,934449;0,472
33;1;18;2;4;mixed;uncrossed;1;7,2559844;0,472
33;1;19;2;4;indirect;uncrossed;0;4,3055644;0,472
33;1;20;2;5;mixed;crossed;0;7,1716104;0,472
33;1;21;2;5;direct;crossed;0;3,8146621;0,472
33;1;22;2;4;direct;crossed;0;5,1702858;0,472
33;1;23;2;5;indirect;uncrossed;0;;0,472
33;1;24;2;5;mixed;uncrossed;1;10,3582016;0,472
33;1;25;2;3;mixed;crossed;0;8,9997518;0,472
33;1;26;2;3;direct;uncrossed;1;9,983872;0,472
33;1;27;2;3;direct;crossed;1;7,8165303;0,472
33;1;28;2;4;indirect;crossed;0;9,4078952;0,472
33;1;29;2;4;direct;uncrossed;1;14,2038479;0,472
33;1;30;2;3;indirect;uncrossed;1;10,0858775;0,472
33;1;31;2;5;indirect;crossed;0;6,830872;0,472
33;1;32;2;3;mixed;uncrossed;1;11,5590084;0,472
33;1;33;2;4;mixed;crossed;0;11,135667;0,472
33;1;34;2;3;indirect;crossed;0;7,1703272;0,472
33;1;35;2;5;direct;uncrossed;0;6,8327145;0,472
33;1;36;2;5;indirect;crossed;0;5,5925034;0,472
33;1;37;3;5;mixed;uncrossed;0;11,8139396;0,472
33;1;38;3;3;direct;uncrossed;1;6,069143;0,472
33;1;39;3;3;indirect;uncrossed;1;6,9503987;0,472
33;1;40;3;5;direct;crossed;0;5,9839547;0,472
33;1;41;3;4;indirect;crossed;1;6,9836375;0,472
33;1;42;3;5;indirect;crossed;0;6,2717968;0,472
33;1;43;3;4;mixed;crossed;0;6,8821643;0,472
33;1;44;3;3;direct;crossed;0;8,3210193;0,472
33;1;45;3;3;indirect;crossed;1;9,1051636;0,472
33;1;46;3;5;indirect;uncrossed;1;18,7961153;0,472
33;1;47;3;3;mixed;uncrossed;1;11,6616025;0,472
33;1;48;3;5;direct;uncrossed;1;7,1027903;0,472
33;1;49;3;4;indirect;uncrossed;1;13,6281065;0,472
33;1;50;3;3;mixed;crossed;1;8,9314173;0,472
33;1;51;3;5;mixed;crossed;0;10,6615797;0,472
33;1;52;3;4;direct;crossed;0;7,2041509;0,472
33;1;53;3;4;direct;uncrossed;1;12,4245762;0,472
33;1;54;3;4;mixed;uncrossed;1;17,6277502;0,472
33;2;1;1;5;direct;uncrossed;1;5,7121421;0,472
33;2;2;1;3;mixed;crossed;0;20,9839762;0,472
33;2;3;1;4;mixed;uncrossed;0;10,204489;0,472
33;2;4;1;5;mixed;uncrossed;1;11,6439429;0,472
33;2;5;1;4;mixed;crossed;0;7,8149514;0,472
33;2;6;1;4;direct;uncrossed;1;7,0682367;0,472
33;2;7;1;3;mixed;uncrossed;1;4,8649931;0,472
33;2;8;1;5;indirect;uncrossed;1;13,1364953;0,472
33;2;9;1;3;indirect;crossed;0;8,4252586;0,472
33;2;10;1;3;indirect;uncrossed;0;7,6791806;0,472
33;2;11;1;3;direct;uncrossed;1;11,5261493;0,472
33;2;12;1;5;direct;crossed;0;5,5443154;0,472
33;2;13;1;4;indirect;crossed;0;6,6784891;0,472
33;2;14;1;3;direct;crossed;1;6,6113729;0,472
33;2;15;1;5;mixed;crossed;0;8,2383171;0,472
33;2;16;1;4;indirect;uncrossed;1;6,9332943;0,472
33;2;17;1;4;direct;crossed;0;4,7122848;0,472
33;2;18;2;5;indirect;crossed;0;7,0505716;0,472
33;2;19;2;5;mixed;crossed;0;5,7807615;0,472
33;2;20;2;5;direct;crossed;0;6,3395141;0,472
33;2;21;2;3;direct;crossed;1;13,5747636;0,472
33;2;22;2;3;indirect;crossed;1;11,3568518;0,472
33;2;23;2;4;direct;crossed;0;12,1529677;0,472
33;2;24;2;3;direct;uncrossed;1;5,3716024;0,472
33;2;25;2;4;indirect;uncrossed;1;16,6944975;0,472
33;2;26;2;5;indirect;uncrossed;1;8,0843048;0,472
33;2;27;2;3;indirect;uncrossed;1;6,5434364;0,472
33;2;28;2;4;mixed;uncrossed;1;8,119214;0,472
33;2;29;2;4;indirect;crossed;1;3,7298365;0,472
33;2;30;2;5;indirect;crossed;0;13,238666;0,472
33;2;31;2;5;mixed;uncrossed;0;11,5090585;0,472
33;2;32;2;5;direct;uncrossed;1;9,2546911;0,472
33;2;33;2;4;mixed;crossed;0;6,9332158;0,472
33;2;34;2;3;mixed;crossed;1;13,001398;0,472
33;2;35;2;4;direct;uncrossed;1;6,9985517;0,472
33;2;36;2;3;mixed;uncrossed;1;9,458994;0,472
33;2;37;3;4;direct;crossed;0;8,8145758;0,472
33;2;38;3;3;direct;crossed;0;6,6785164;0,472
33;2;39;3;5;indirect;uncrossed;1;14,4073545;0,472
33;2;40;3;3;mixed;crossed;0;6,357279;0,472
33;2;41;3;4;mixed;crossed;0;6,6278505;0,472
33;2;42;3;5;mixed;crossed;0;13,5097282;0,472
33;2;43;3;4;indirect;uncrossed;1;9,7977602;0,472
33;2;44;3;5;direct;uncrossed;0;22,765095;0,472
33;2;45;3;5;mixed;uncrossed;0;15,2709743;0,472
33;2;46;3;4;mixed;uncrossed;0;7,7787718;0,472
33;2;47;3;5;direct;crossed;0;6,3060949;0,472
33;2;48;3;3;indirect;uncrossed;1;5,6793207;0,472
33;2;49;3;4;direct;uncrossed;0;18,4925053;0,472
33;2;50;3;3;direct;uncrossed;1;7,7311139;0,472
33;2;51;3;4;indirect;crossed;1;4,3738858;0,472
33;2;52;3;3;indirect;crossed;0;10,1032749;0,472
33;2;53;3;3;mixed;uncrossed;1;13,407764;0,472
33;2;54;3;5;indirect;crossed;0;14,9333296;0,472
34;1;1;1;4;indirect;uncrossed;1;5,6122092;0,852
34;1;2;1;4;mixed;uncrossed;0;10,5998673;0,852
34;1;3;1;5;indirect;uncrossed;1;3,8986972;0,852
34;1;4;1;5;direct;uncrossed;1;14,8651784;0,852
34;1;5;1;4;indirect;crossed;0;;0,852
34;1;6;1;4;mixed;crossed;1;19,4221761;0,852
34;1;7;1;5;mixed;uncrossed;1;14,1200162;0,852
34;1;8;1;3;mixed;uncrossed;1;9,0006058;0,852
34;1;9;1;3;indirect;crossed;1;15,374344;0,852
34;1;10;1;4;direct;uncrossed;1;9,4839817;0,852
34;1;11;1;4;direct;crossed;1;13,8819947;0,852
34;1;12;1;5;direct;crossed;1;19,1211923;0,852
34;1;13;1;3;mixed;crossed;1;17,8153357;0,852
34;1;14;1;3;direct;crossed;0;13,5955908;0,852
34;1;15;1;3;indirect;uncrossed;0;21,6117249;0,852
34;1;16;1;3;direct;uncrossed;1;8,6293905;0,852
34;1;17;1;5;mixed;crossed;1;12,176976;0,852
34;1;18;2;4;mixed;uncrossed;1;12,76901;0,852
34;1;19;2;3;indirect;crossed;1;23,6802451;0,852
34;1;20;2;3;direct;crossed;1;10,2726675;0,852
34;1;21;2;4;mixed;crossed;0;11,5762941;0,852
34;1;22;2;5;indirect;crossed;0;;0,852
34;1;23;2;4;direct;crossed;1;14,00072;0,852
34;1;24;2;3;mixed;uncrossed;1;7,4420094;0,852
34;1;25;2;5;direct;crossed;0;14,6292933;0,852
34;1;26;2;4;indirect;uncrossed;1;16,8315019;0,852
34;1;27;2;3;mixed;crossed;1;8,5095007;0,852
34;1;28;2;5;mixed;uncrossed;1;10,6788981;0,852
34;1;29;2;5;mixed;crossed;1;15,8829809;0,852
34;1;30;2;4;indirect;crossed;1;17,9864855;0,852
34;1;31;2;3;indirect;uncrossed;1;6,2543063;0,852
34;1;32;2;5;direct;uncrossed;1;7,0515175;0,852
34;1;33;2;4;direct;uncrossed;1;6,3227662;0,852
34;1;34;2;5;indirect;crossed;0;14,3066048;0,852
34;1;35;2;5;indirect;uncrossed;1;14,4250677;0,852
34;1;36;2;3;direct;uncrossed;1;9,1030302;0,852
34;1;37;3;5;direct;uncrossed;1;8,1872278;0,852
34;1;38;3;5;mixed;uncrossed;1;6,1012839;0,852
34;1;39;3;3;indirect;uncrossed;1;8,5963522;0,852
34;1;40;3;3;direct;uncrossed;1;3,5588835;0,852
34;1;41;3;3;direct;crossed;1;9,5429845;0,852
34;1;42;3;4;indirect;crossed;0;12,36051;0,852
34;1;43;3;4;indirect;uncrossed;1;12,0857713;0,852
34;1;44;3;5;indirect;crossed;1;11,6959263;0,852
34;1;45;3;5;direct;crossed;1;20,9667154;0,852
34;1;46;3;4;mixed;crossed;1;16,9011228;0,852
34;1;47;3;4;direct;uncrossed;1;9,4411864;0,852
34;1;48;3;4;direct;crossed;1;9,9841388;0,852
34;1;49;3;3;indirect;crossed;1;12,627869;0,852
34;1;50;3;5;indirect;uncrossed;1;13,1609413;0,852
34;1;51;3;3;mixed;uncrossed;1;4,3892796;0,852
34;1;52;3;4;mixed;uncrossed;1;9,136716;0,852
34;1;53;3;3;mixed;crossed;1;10,7132112;0,852
34;1;54;3;5;mixed;crossed;1;12,6617848;0,852
34;2;1;1;4;mixed;crossed;1;12,5429546;0,852
34;2;2;1;3;indirect;crossed;1;5,9169204;0,852
34;2;3;1;5;mixed;crossed;1;9,1191072;0,852
34;2;4;1;5;direct;crossed;0;10,1534482;0,852
34;2;5;1;5;indirect;uncrossed;0;12,1725303;0,852
34;2;6;1;3;mixed;crossed;1;12,1020177;0,852
34;2;7;1;4;mixed;uncrossed;1;18,6621036;0,852
34;2;8;1;3;mixed;uncrossed;1;4,849003;0,852
34;2;9;1;4;indirect;uncrossed;1;12,3569015;0,852
34;2;10;1;3;direct;crossed;1;15,2551083;0,852
34;2;11;1;4;direct;crossed;1;18,7293416;0,852
34;2;12;1;4;indirect;crossed;1;15,7470603;0,852
34;2;13;1;3;indirect;uncrossed;1;11,5094325;0,852
34;2;14;1;5;direct;uncrossed;1;7,4581897;0,852
34;2;15;1;3;direct;uncrossed;1;3,3907002;0,852
34;2;16;1;4;direct;uncrossed;1;12,0663288;0,852
34;2;17;1;5;mixed;uncrossed;1;8,950717;0,852
34;2;18;2;5;indirect;crossed;0;16,356984;0,852
34;2;19;2;5;mixed;uncrossed;1;5,0345116;0,852
34;2;20;2;5;direct;uncrossed;1;5,3394288;0,852
34;2;21;2;4;direct;crossed;1;8,6639034;0,852
34;2;22;2;4;indirect;uncrossed;1;8,1698555;0,852
34;2;23;2;4;indirect;crossed;1;15,7297185;0,852
34;2;24;2;4;mixed;uncrossed;1;9,7126014;0,852
34;2;25;2;3;mixed;uncrossed;1;6,4752503;0,852
34;2;26;2;4;direct;uncrossed;1;7,9843864;0,852
34;2;27;2;3;indirect;uncrossed;1;6,8484899;0,852
34;2;28;2;3;direct;crossed;1;7,3565513;0,852
34;2;29;2;3;direct;uncrossed;1;5,7973895;0,852
34;2;30;2;5;mixed;crossed;1;9,4244003;0,852
34;2;31;2;5;indirect;uncrossed;0;11,0497631;0,852
34;2;32;2;3;mixed;crossed;1;11,5772754;0,852
34;2;33;2;3;indirect;crossed;1;15,6962309;0,852
34;2;34;2;4;mixed;crossed;1;14,7127765;0,852
34;2;35;2;5;direct;crossed;1;16,8146249;0,852
34;2;36;2;5;indirect;crossed;0;20,9331503;0,852
34;2;37;3;4;mixed;uncrossed;1;6,2032975;0,852
34;2;38;3;4;direct;uncrossed;1;6,0511829;0,852
34;2;39;3;3;direct;crossed;1;5,6294592;0,852
34;2;40;3;5;mixed;uncrossed;1;6,2889996;0,852
34;2;41;3;5;indirect;crossed;0;20,9507658;0,852
34;2;42;3;5;direct;crossed;1;13,9994965;0,852
34;2;43;3;3;indirect;uncrossed;1;4,5436775;0,852
34;2;44;3;4;mixed;crossed;1;19,4754911;0,852
34;2;45;3;5;direct;uncrossed;1;3,4579844;0,852
34;2;46;3;5;mixed;crossed;1;18,4584177;0,852
34;2;47;3;4;indirect;uncrossed;1;7,2722392;0,852
34;2;48;3;4;indirect;crossed;0;15,2232612;0,852
34;2;49;3;5;indirect;uncrossed;1;7,4742291;0,852
34;2;50;3;4;direct;crossed;1;12,7124882;0,852
34;2;51;3;3;mixed;crossed;1;7,3402665;0,852
34;2;52;3;3;direct;uncrossed;1;3,7483387;0,852
34;2;53;3;3;indirect;crossed;1;5,814994;0,852
34;2;54;3;3;mixed;uncrossed;1;7,7657685;0,852
35;1;1;1;4;indirect;crossed;0;22,8315534;0,509
35;1;2;1;3;direct;uncrossed;1;9,7633943;0,509
35;1;3;1;5;direct;crossed;0;22,7639549;0,509
35;1;4;1;5;indirect;uncrossed;0;5,8336746;0,509
35;1;5;1;3;direct;crossed;0;22,0524838;0,509
35;1;6;1;4;direct;crossed;0;23,7106221;0,509
35;1;7;1;4;mixed;crossed;1;23,8144073;0,509
35;1;8;1;4;direct;uncrossed;0;10,036001;0,509
35;1;9;1;5;direct;uncrossed;0;22,6770894;0,509
35;1;10;1;4;mixed;uncrossed;0;8,2890276;0,509
35;1;11;1;4;indirect;uncrossed;1;21,8315906;0,509
35;1;12;1;3;indirect;crossed;1;16,8314893;0,509
35;1;13;1;5;mixed;uncrossed;1;12,2382619;0,509
35;1;14;1;5;mixed;crossed;0;;0,509
35;1;15;1;3;mixed;uncrossed;1;13,9334797;0,509
35;1;16;1;3;indirect;uncrossed;1;8,3408181;0,509
35;1;17;1;3;mixed;crossed;0;22,9669599;0,509
35;1;18;2;5;indirect;crossed;0;;0,509
35;1;19;2;5;indirect;crossed;0;22,9664131;0,509
35;1;20;2;3;direct;crossed;1;19,7127126;0,509
35;1;21;2;5;direct;crossed;0;;0,509
35;1;22;2;5;direct;uncrossed;1;14,0539761;0,509
35;1;23;2;4;mixed;crossed;0;12,016065;0,509
35;1;24;2;3;mixed;uncrossed;1;9,9887246;0,509
35;1;25;2;5;mixed;uncrossed;1;9,7804105;0,509
35;1;26;2;3;indirect;uncrossed;1;6,3911579;0,509
35;1;27;2;4;direct;crossed;1;21,2752147;0,509
35;1;28;2;4;mixed;uncrossed;1;17,6466567;0,509
35;1;29;2;4;indirect;uncrossed;1;22,6095492;0,509
35;1;30;2;5;mixed;crossed;1;12,5260394;0,509
35;1;31;2;4;indirect;crossed;1;21,1360816;0,509
35;1;32;2;4;direct;uncrossed;1;11,0347778;0,509
35;1;33;2;3;direct;uncrossed;1;10,1387358;0,509
35;1;34;2;5;indirect;uncrossed;1;11,9825444;0,509
35;1;35;2;3;indirect;crossed;1;10,7132382;0,509
35;1;36;2;3;mixed;crossed;0;;0,509
35;1;37;3;3;direct;crossed;1;8,7128979;0,509
35;1;38;3;4;direct;uncrossed;1;11,3061837;0,509
35;1;39;3;4;mixed;crossed;1;20,5599143;0,509
35;1;40;3;4;direct;crossed;0;23,035135;0,509
35;1;41;3;5;direct;crossed;0;23,1884246;0,509
35;1;42;3;5;mixed;crossed;1;20,0164447;0,509
35;1;43;3;3;direct;uncrossed;1;10,8312369;0,509
35;1;44;3;3;mixed;crossed;0;17,6276488;0,509
35;1;45;3;5;direct;uncrossed;1;14,8473778;0,509
35;1;46;3;4;indirect;crossed;1;17,9837641;0,509
35;1;47;3;5;indirect;crossed;0;19,5070068;0,509
35;1;48;3;5;mixed;uncrossed;0;17,982859;0,509
35;1;49;3;4;indirect;uncrossed;1;8,373829;0,509
35;1;50;3;3;indirect;uncrossed;1;10,5430761;0,509
35;1;51;3;3;mixed;uncrossed;1;10,0526647;0,509
35;1;52;3;5;indirect;uncrossed;1;22,0348887;0,509
35;1;53;3;4;mixed;uncrossed;1;16,5954759;0,509
35;1;54;3;3;indirect;crossed;1;10,1189897;0,509
35;2;1;1;5;direct;uncrossed;0;6,4595193;0,509
35;2;2;1;4;direct;uncrossed;1;9,4079619;0,509
35;2;3;1;5;mixed;crossed;0;2,2382283;0,509
35;2;4;1;4;indirect;uncrossed;1;9,1883348;0,509
35;2;5;1;3;direct;crossed;1;6,4077973;0,509
35;2;6;1;3;mixed;crossed;0;10,3735278;0,509
35;2;7;1;4;mixed;uncrossed;0;22,0860476;0,509
35;2;8;1;3;direct;uncrossed;0;6,8151992;0,509
35;2;9;1;5;mixed;uncrossed;0;2,3579095;0,509
35;2;10;1;5;direct;crossed;0;2,9330446;0,509
35;2;11;1;4;mixed;crossed;0;2,6617071;0,509
35;2;12;1;4;indirect;crossed;0;2,9837374;0,509
35;2;13;1;3;mixed;uncrossed;1;13,3894738;0,509
35;2;14;1;4;direct;crossed;1;10,8818159;0,509
35;2;15;1;5;indirect;uncrossed;0;13,8656486;0,509
35;2;16;1;3;indirect;crossed;1;12,1713256;0,509
35;2;17;1;3;indirect;uncrossed;1;7,0015738;0,509
35;2;18;2;5;indirect;crossed;0;2,6107901;0,509
35;2;19;2;3;indirect;crossed;1;6,8656723;0,509
35;2;20;2;5;direct;crossed;0;2,9662847;0,509
35;2;21;2;4;indirect;crossed;0;2,1363039;0,509
35;2;22;2;3;mixed;uncrossed;0;8,459544;0,509
35;2;23;2;3;direct;crossed;0;1,9322262;0,509
35;2;24;2;5;indirect;crossed;1;2,3225124;0,509
35;2;25;2;4;direct;uncrossed;0;8,0009419;0,509
35;2;26;2;5;mixed;uncrossed;0;2,1010989;0,509
35;2;27;2;5;indirect;uncrossed;0;5,6626263;0,509
35;2;28;2;4;direct;crossed;1;3,644847;0,509
35;2;29;2;5;direct;uncrossed;0;3,2208753;0,509
35;2;30;2;4;mixed;crossed;0;2,1868492;0,509
35;2;31;2;3;mixed;crossed;0;1,9825139;0,509
35;2;32;2;4;mixed;uncrossed;0;8,35706;0,509
35;2;33;2;3;indirect;uncrossed;1;4,9146948;0,509
35;2;34;2;3;direct;uncrossed;1;11,2705611;0,509
35;2;35;2;5;mixed;crossed;0;4,8994771;0,509
35;2;36;2;4;indirect;uncrossed;1;8,1343466;0,509
35;2;37;3;5;direct;crossed;0;3,3755425;0,509
35;2;38;3;3;indirect;crossed;0;4,9842429;0,509
35;2;39;3;5;mixed;uncrossed;0;4,0005972;0,509
35;2;40;3;5;indirect;crossed;0;21,2890266;0,509
35;2;41;3;3;direct;uncrossed;1;11,9650903;0,509
35;2;42;3;3;indirect;uncrossed;1;9,0034115;0,509
35;2;43;3;5;mixed;crossed;0;10,8982536;0,509
35;2;44;3;4;mixed;crossed;0;13,5426776;0,509
35;2;45;3;3;mixed;uncrossed;1;5,8148836;0,509
35;2;46;3;5;indirect;uncrossed;1;7,5579302;0,509
35;2;47;3;4;direct;uncrossed;1;14,8824362;0,509
35;2;48;3;3;direct;crossed;0;9,5602282;0,509
35;2;49;3;4;indirect;crossed;1;10,9681089;0,509
35;2;50;3;4;indirect;uncrossed;1;14,6627924;0,509
35;2;51;3;3;mixed;crossed;0;19,9330372;0,509
35;2;52;3;4;direct;crossed;1;18,6112629;0,509
35;2;53;3;5;direct;uncrossed;0;16,7632723;0,509
35;2;54;3;4;mixed;uncrossed;0;16,3062597;0,509
36;1;1;1;4;mixed;uncrossed;0;13,9491754;0,361
36;1;2;1;5;mixed;uncrossed;0;9,8484655;0,361
36;1;3;1;5;indirect;uncrossed;0;22,4106462;0,361
